age,gender,education,income,perc_ses,sp_ideology,econ_ideology,country,country_code,intervention,belief_cc,policy_support,share_social_media,wept
50,female,7 to 12,25K to 50K,30-40%,40,41,Slovenia,SVN,binding_moral_foundations,61,51,0,3
50,male,13 to 16,15K to 25K,40-50%,30,58,Slovenia,SVN,binding_moral_foundations,52,50,0,5
37,male,0 to 6,25K to 50K,30-40%,52,44,Slovenia,SVN,binding_moral_foundations,47,50,0,4
39,female,13 to 16,10K to 15K,30-40%,59,47,Slovenia,SVN,binding_moral_foundations,42,62,0,4
49,female,13 to 16,15K to 25K,10-20%,37,23,Slovenia,SVN,binding_moral_foundations,54,59,0,4
52,female,13 to 16,25K to 50K,70-80%,33,37,Slovenia,SVN,binding_moral_foundations,59,65,0,4
58,female,0 to 6,25K to 50K,30-40%,73,42,Slovenia,SVN,binding_moral_foundations,45,50,0,3
53,male,7 to 12,25K to 50K,50-60%,30,58,Slovenia,SVN,binding_moral_foundations,59,53,0,4
43,male,13 to 16,100K to 150K,30-40%,47,61,Slovenia,SVN,binding_moral_foundations,59,57,0,4
56,nonbinary or other,13 to 16,10K to 15K,50-60%,37,39,Slovenia,SVN,binding_moral_foundations,59,66,1,5
54,female,7 to 12,15K to 25K,30-40%,77,75,Slovenia,SVN,binding_moral_foundations,58,44,0,3
43,female,13 to 16,150K to 200K,30-40%,63,69,Slovenia,SVN,binding_moral_foundations,60,53,0,4
64,female,7 to 12,100K to 150K,10-20%,75,43,Slovenia,SVN,binding_moral_foundations,57,64,0,4
33,male,7 to 12,50K to 100K,40-50%,71,52,Slovenia,SVN,binding_moral_foundations,52,59,0,4
62,female,13 to 16,15K to 25K,50-60%,52,23,Slovenia,SVN,binding_moral_foundations,52,50,0,3
57,female,7 to 12,100K to 150K,40-50%,55,33,Slovenia,SVN,binding_moral_foundations,52,63,1,4
38,female,7 to 12,25K to 50K,10-20%,31,53,Slovenia,SVN,binding_moral_foundations,63,57,0,3
35,male,7 to 12,25K to 50K,70-80%,49,47,Slovenia,SVN,binding_moral_foundations,62,57,0,4
65,male,13 to 16,15K to 25K,10-20%,48,68,Slovenia,SVN,binding_moral_foundations,59,49,0,3
44,female,7 to 12,less than 10K,10-20%,50,64,Slovenia,SVN,binding_moral_foundations,45,49,0,4
61,male,13 to 16,15K to 25K,90-100%,63,33,Slovenia,SVN,binding_moral_foundations,58,52,0,3
32,male,7 to 12,15K to 25K,20-30%,74,47,Slovenia,SVN,dynamic_social_norms,47,61,0,3
51,female,7 to 12,15K to 25K,60-70%,31,56,Slovenia,SVN,dynamic_social_norms,47,58,0,3
26,female,7 to 12,10K to 15K,30-40%,56,46,Slovenia,SVN,dynamic_social_norms,38,62,0,4
69,female,7 to 12,15K to 25K,10-20%,51,29,Slovenia,SVN,dynamic_social_norms,50,52,0,3
59,female,7 to 12,50K to 100K,80-90%,56,70,Slovenia,SVN,dynamic_social_norms,60,61,0,4
47,nonbinary or other,0 to 6,25K to 50K,20-30%,24,34,Slovenia,SVN,dynamic_social_norms,55,61,0,3
42,female,7 to 12,25K to 50K,70-80%,53,61,Slovenia,SVN,dynamic_social_norms,61,65,0,4
64,male,17 or more,50K to 100K,40-50%,45,53,Slovenia,SVN,dynamic_social_norms,47,76,0,3
24,male,0 to 6,50K to 100K,0-10%,30,36,Slovenia,SVN,dynamic_social_norms,50,52,0,3
42,female,7 to 12,100K to 150K,50-60%,46,59,Slovenia,SVN,dynamic_social_norms,56,62,0,4
42,female,7 to 12,100K to 150K,60-70%,52,42,Slovenia,SVN,dynamic_social_norms,50,65,0,4
53,nonbinary or other,13 to 16,50K to 100K,70-80%,48,57,Slovenia,SVN,dynamic_social_norms,53,69,1,6
28,male,13 to 16,100K to 150K,30-40%,45,51,Slovenia,SVN,dynamic_social_norms,51,56,0,4
28,male,0 to 6,10K to 15K,70-80%,27,38,Slovenia,SVN,dynamic_social_norms,50,60,0,4
59,female,7 to 12,10K to 15K,20-30%,46,43,Slovenia,SVN,dynamic_social_norms,46,57,0,4
45,female,0 to 6,50K to 100K,30-40%,37,30,Slovenia,SVN,dynamic_social_norms,49,68,0,3
39,male,7 to 12,50K to 100K,30-40%,49,68,Slovenia,SVN,dynamic_social_norms,59,63,0,3
24,female,7 to 12,25K to 50K,20-30%,46,66,Slovenia,SVN,dynamic_social_norms,48,68,0,4
59,female,7 to 12,10K to 15K,20-30%,53,54,Slovenia,SVN,dynamic_social_norms,48,51,0,4
43,female,13 to 16,25K to 50K,20-30%,48,41,Slovenia,SVN,dynamic_social_norms,50,60,0,3
21,male,7 to 12,50K to 100K,30-40%,37,49,Slovenia,SVN,dynamic_social_norms,52,63,0,3
29,female,13 to 16,10K to 15K,40-50%,53,21,Slovenia,SVN,dynamic_social_norms,53,71,0,4
22,female,7 to 12,10K to 15K,40-50%,58,46,Slovenia,SVN,dynamic_social_norms,50,63,0,3
27,female,17 or more,15K to 25K,30-40%,36,61,Slovenia,SVN,dynamic_social_norms,47,76,0,5
59,female,0 to 6,15K to 25K,70-80%,25,21,Slovenia,SVN,dynamic_social_norms,56,60,0,3
31,male,7 to 12,25K to 50K,30-40%,66,50,Slovenia,SVN,dynamic_social_norms,42,56,0,4
31,male,7 to 12,25K to 50K,60-70%,41,52,Slovenia,SVN,dynamic_social_norms,46,51,0,3
32,male,13 to 16,10K to 15K,20-30%,36,65,Slovenia,SVN,dynamic_social_norms,32,49,0,3
44,female,13 to 16,25K to 50K,40-50%,34,34,Slovenia,SVN,dynamic_social_norms,55,56,0,4
59,female,7 to 12,10K to 15K,30-40%,71,35,Slovenia,SVN,dynamic_social_norms,43,65,0,3
21,female,13 to 16,25K to 50K,30-40%,54,61,Slovenia,SVN,dynamic_social_norms,66,66,0,4
22,male,7 to 12,100K to 150K,30-40%,57,58,Slovenia,SVN,dynamic_social_norms,51,52,0,3
39,male,7 to 12,15K to 25K,30-40%,36,8,Slovenia,SVN,dynamic_social_norms,47,60,0,3
45,nonbinary or other,0 to 6,25K to 50K,30-40%,67,66,Slovenia,SVN,dynamic_social_norms,54,57,0,4
24,nonbinary or other,7 to 12,25K to 50K,30-40%,65,49,Slovenia,SVN,dynamic_social_norms,53,70,0,5
23,male,13 to 16,less than 10K,90-100%,33,74,Slovenia,SVN,dynamic_social_norms,57,60,0,4
24,male,13 to 16,50K to 100K,30-40%,42,41,Slovenia,SVN,dynamic_social_norms,55,70,0,5
60,male,13 to 16,50K to 100K,80-90%,77,71,Slovenia,SVN,dynamic_social_norms,59,59,0,3
35,male,13 to 16,15K to 25K,0-10%,66,61,Slovenia,SVN,dynamic_social_norms,39,66,0,3
50,male,7 to 12,15K to 25K,50-60%,27,14,Slovenia,SVN,dynamic_social_norms,42,58,0,3
33,female,0 to 6,15K to 25K,80-90%,39,76,Slovenia,SVN,dynamic_social_norms,63,56,0,4
53,male,0 to 6,150K to 200K,30-40%,33,66,Slovenia,SVN,dynamic_social_norms,43,61,0,3
57,female,13 to 16,15K to 25K,60-70%,49,54,Slovenia,SVN,dynamic_social_norms,58,61,0,3
30,female,7 to 12,50K to 100K,30-40%,37,33,Slovenia,SVN,dynamic_social_norms,50,71,0,4
39,female,7 to 12,50K to 100K,50-60%,46,29,Slovenia,SVN,dynamic_social_norms,63,72,0,3
37,female,7 to 12,10K to 15K,40-50%,40,63,Slovenia,SVN,dynamic_social_norms,47,52,0,3
30,male,13 to 16,50K to 100K,40-50%,34,52,Slovenia,SVN,dynamic_social_norms,56,60,0,4
31,female,13 to 16,50K to 100K,20-30%,40,41,Slovenia,SVN,dynamic_social_norms,59,70,0,4
34,male,7 to 12,15K to 25K,80-90%,73,73,Slovenia,SVN,dynamic_social_norms,52,64,0,3
61,female,7 to 12,10K to 15K,50-60%,73,75,Slovenia,SVN,dynamic_social_norms,43,60,0,3
18,male,13 to 16,15K to 25K,20-30%,74,46,Slovenia,SVN,dynamic_social_norms,50,55,0,3
53,female,13 to 16,50K to 100K,60-70%,63,37,Slovenia,SVN,dynamic_social_norms,59,69,0,4
28,nonbinary or other,7 to 12,15K to 25K,50-60%,52,23,Slovenia,SVN,dynamic_social_norms,63,65,0,4
22,female,0 to 6,less than 10K,30-40%,49,37,Slovenia,SVN,dynamic_social_norms,57,62,0,3
67,female,7 to 12,10K to 15K,40-50%,58,13,Slovenia,SVN,dynamic_social_norms,41,62,0,4
52,male,17 or more,25K to 50K,50-60%,44,58,Slovenia,SVN,dynamic_social_norms,48,61,0,2
49,male,7 to 12,10K to 15K,40-50%,35,40,Slovenia,SVN,dynamic_social_norms,46,47,0,2
68,nonbinary or other,7 to 12,15K to 25K,50-60%,64,37,Slovenia,SVN,dynamic_social_norms,54,65,0,4
38,male,13 to 16,25K to 50K,30-40%,48,53,Slovenia,SVN,dynamic_social_norms,62,60,0,3
49,female,17 or more,25K to 50K,40-50%,31,44,Slovenia,SVN,dynamic_social_norms,62,72,0,5
43,male,7 to 12,less than 10K,10-20%,36,63,Slovenia,SVN,dynamic_social_norms,32,62,0,2
53,female,13 to 16,50K to 100K,10-20%,68,35,Slovenia,SVN,dynamic_social_norms,50,65,0,5
58,male,7 to 12,25K to 50K,30-40%,47,23,Slovenia,SVN,dynamic_social_norms,44,59,0,2
63,female,7 to 12,15K to 25K,50-60%,64,55,Slovenia,SVN,dynamic_social_norms,50,59,0,4
20,male,7 to 12,less than 10K,30-40%,57,35,Slovenia,SVN,dynamic_social_norms,48,57,0,2
24,female,13 to 16,25K to 50K,30-40%,57,53,Slovenia,SVN,dynamic_social_norms,56,71,0,3
60,male,17 or more,150K to 200K,10-20%,43,49,Slovenia,SVN,dynamic_social_norms,38,61,0,3
39,male,13 to 16,less than 10K,50-60%,28,40,Slovenia,SVN,dynamic_social_norms,43,59,0,4
49,male,7 to 12,10K to 15K,0-10%,73,35,Slovenia,SVN,dynamic_social_norms,42,64,0,3
43,male,0 to 6,less than 10K,0-10%,49,51,Slovenia,SVN,dynamic_social_norms,32,45,0,2
58,female,7 to 12,15K to 25K,50-60%,64,26,Slovenia,SVN,dynamic_social_norms,43,65,0,3
48,female,13 to 16,50K to 100K,40-50%,49,47,Slovenia,SVN,dynamic_social_norms,59,72,0,4
32,female,13 to 16,25K to 50K,10-20%,53,27,Slovenia,SVN,dynamic_social_norms,52,65,0,3
46,male,7 to 12,15K to 25K,30-40%,53,40,Slovenia,SVN,dynamic_social_norms,46,61,0,3
41,male,7 to 12,15K to 25K,10-20%,80,59,Slovenia,SVN,dynamic_social_norms,45,49,0,3
44,male,7 to 12,25K to 50K,20-30%,38,22,Slovenia,SVN,dynamic_social_norms,44,52,0,2
45,female,13 to 16,150K to 200K,40-50%,37,69,Slovenia,SVN,dynamic_social_norms,50,61,0,4
44,male,13 to 16,25K to 50K,60-70%,57,90,Slovenia,SVN,dynamic_social_norms,49,62,0,3
44,male,13 to 16,25K to 50K,10-20%,43,51,Slovenia,SVN,dynamic_social_norms,44,51,0,3
34,female,13 to 16,10K to 15K,40-50%,63,42,Slovenia,SVN,dynamic_social_norms,42,69,0,4
69,male,13 to 16,100K to 150K,60-70%,28,48,Slovenia,SVN,dynamic_social_norms,50,65,0,4
44,female,7 to 12,15K to 25K,30-40%,80,42,Slovenia,SVN,dynamic_social_norms,60,58,0,4
24,male,7 to 12,15K to 25K,20-30%,76,41,Slovenia,SVN,dynamic_social_norms,42,53,0,3
48,male,7 to 12,25K to 50K,30-40%,67,51,Slovenia,SVN,dynamic_social_norms,49,58,0,3
68,female,7 to 12,50K to 100K,50-60%,39,29,Slovenia,SVN,dynamic_social_norms,47,65,0,4
24,male,7 to 12,50K to 100K,30-40%,41,24,Slovenia,SVN,dynamic_social_norms,56,59,0,3
20,female,7 to 12,less than 10K,60-70%,57,40,Slovenia,SVN,dynamic_social_norms,52,60,0,3
44,male,13 to 16,15K to 25K,40-50%,69,28,Slovenia,SVN,dynamic_social_norms,48,64,0,3
29,male,0 to 6,25K to 50K,40-50%,15,36,Slovenia,SVN,dynamic_social_norms,53,66,0,4
31,female,13 to 16,50K to 100K,70-80%,38,59,Slovenia,SVN,dynamic_social_norms,57,72,0,4
30,male,7 to 12,15K to 25K,10-20%,34,36,Slovenia,SVN,dynamic_social_norms,51,57,0,3
51,female,0 to 6,15K to 25K,20-30%,58,47,Slovenia,SVN,dynamic_social_norms,42,64,0,2
18,nonbinary or other,13 to 16,less than 10K,0-10%,45,48,Slovenia,SVN,dynamic_social_norms,49,62,0,3
48,male,7 to 12,15K to 25K,40-50%,44,34,Slovenia,SVN,dynamic_social_norms,49,59,0,4
69,male,13 to 16,10K to 15K,30-40%,42,27,Slovenia,SVN,dynamic_social_norms,37,52,0,3
23,male,7 to 12,15K to 25K,30-40%,68,47,Slovenia,SVN,dynamic_social_norms,35,58,0,2
31,female,7 to 12,150K to 200K,0-10%,41,78,Slovenia,SVN,dynamic_social_norms,47,61,1,3
45,female,7 to 12,10K to 15K,80-90%,32,31,Slovenia,SVN,dynamic_social_norms,45,63,0,3
21,female,7 to 12,15K to 25K,50-60%,57,58,Slovenia,SVN,pluralistic_ignorance,48,46,0,4
22,female,7 to 12,50K to 100K,30-40%,36,45,Slovenia,SVN,pluralistic_ignorance,54,50,0,5
61,female,13 to 16,15K to 25K,40-50%,39,38,Slovenia,SVN,pluralistic_ignorance,52,45,0,4
21,female,0 to 6,25K to 50K,10-20%,76,42,Slovenia,SVN,pluralistic_ignorance,45,50,0,4
28,female,7 to 12,less than 10K,90-100%,55,66,Slovenia,SVN,pluralistic_ignorance,45,47,0,4
62,male,7 to 12,15K to 25K,80-90%,41,29,Slovenia,SVN,pluralistic_ignorance,34,46,0,4
43,male,7 to 12,100K to 150K,30-40%,42,82,Slovenia,SVN,pluralistic_ignorance,44,43,0,4
61,female,7 to 12,100K to 150K,10-20%,42,74,Slovenia,SVN,pluralistic_ignorance,44,41,0,4
19,male,7 to 12,25K to 50K,90-100%,35,64,Slovenia,SVN,pluralistic_ignorance,46,46,0,4
46,male,0 to 6,15K to 25K,40-50%,17,47,Slovenia,SVN,pluralistic_ignorance,36,41,0,4
44,female,13 to 16,100K to 150K,10-20%,56,77,Slovenia,SVN,pluralistic_ignorance,45,47,0,5
53,male,7 to 12,less than 10K,80-90%,41,77,Slovenia,SVN,pluralistic_ignorance,44,45,0,3
46,female,13 to 16,10K to 15K,20-30%,42,32,Slovenia,SVN,pluralistic_ignorance,54,48,0,4
41,male,7 to 12,50K to 100K,0-10%,29,34,Slovenia,SVN,pluralistic_ignorance,53,47,0,4
61,male,7 to 12,25K to 50K,20-30%,40,48,Slovenia,SVN,pluralistic_ignorance,38,41,0,4
23,female,7 to 12,10K to 15K,10-20%,64,87,Slovenia,SVN,pluralistic_ignorance,56,47,0,5
39,female,13 to 16,50K to 100K,30-40%,38,78,Slovenia,SVN,pluralistic_ignorance,54,51,0,5
29,female,7 to 12,15K to 25K,50-60%,60,61,Slovenia,SVN,pluralistic_ignorance,44,54,0,5
55,female,7 to 12,50K to 100K,50-60%,50,41,Slovenia,SVN,pluralistic_ignorance,46,55,0,4
56,female,0 to 6,25K to 50K,30-40%,35,58,Slovenia,SVN,pluralistic_ignorance,47,41,0,4
22,male,7 to 12,less than 10K,30-40%,49,44,Slovenia,SVN,pluralistic_ignorance,47,47,0,4
40,female,7 to 12,15K to 25K,60-70%,54,56,Slovenia,SVN,pluralistic_ignorance,57,49,0,4
61,male,7 to 12,10K to 15K,40-50%,45,43,Slovenia,SVN,pluralistic_ignorance,37,45,0,3
35,male,13 to 16,less than 10K,80-90%,63,26,Slovenia,SVN,pluralistic_ignorance,51,48,0,4
49,male,7 to 12,10K to 15K,40-50%,63,93,Slovenia,SVN,pluralistic_ignorance,35,43,0,3
61,male,7 to 12,50K to 100K,50-60%,45,60,Slovenia,SVN,pluralistic_ignorance,47,42,0,4
45,male,13 to 16,10K to 15K,50-60%,53,45,Slovenia,SVN,pluralistic_ignorance,46,53,0,4
31,male,13 to 16,25K to 50K,40-50%,58,59,Slovenia,SVN,pluralistic_ignorance,47,49,0,4
29,female,13 to 16,25K to 50K,50-60%,31,48,Slovenia,SVN,pluralistic_ignorance,59,63,0,6
43,female,13 to 16,less than 10K,50-60%,68,32,Slovenia,SVN,pluralistic_ignorance,52,57,0,4
29,male,7 to 12,10K to 15K,30-40%,37,55,Slovenia,SVN,pluralistic_ignorance,46,46,0,5
42,male,0 to 6,15K to 25K,50-60%,23,45,Slovenia,SVN,pluralistic_ignorance,45,45,0,5
40,male,7 to 12,100K to 150K,20-30%,55,76,Slovenia,SVN,pluralistic_ignorance,49,41,0,5
32,female,13 to 16,10K to 15K,30-40%,69,55,Slovenia,SVN,pluralistic_ignorance,45,43,0,4
55,female,7 to 12,15K to 25K,30-40%,43,57,Slovenia,SVN,pluralistic_ignorance,38,41,0,4
47,female,7 to 12,25K to 50K,60-70%,80,40,Slovenia,SVN,pluralistic_ignorance,47,49,0,4
26,male,7 to 12,25K to 50K,40-50%,31,53,Slovenia,SVN,pluralistic_ignorance,51,48,0,5
50,male,13 to 16,10K to 15K,60-70%,60,48,Slovenia,SVN,pluralistic_ignorance,50,40,0,4
39,nonbinary or other,0 to 6,15K to 25K,30-40%,28,41,Slovenia,SVN,pluralistic_ignorance,59,50,0,4
27,male,7 to 12,15K to 25K,10-20%,58,27,Slovenia,SVN,pluralistic_ignorance,43,51,0,4
51,male,13 to 16,25K to 50K,80-90%,38,40,Slovenia,SVN,pluralistic_ignorance,47,51,0,4
31,female,7 to 12,15K to 25K,40-50%,49,50,Slovenia,SVN,pluralistic_ignorance,62,52,0,3
50,female,7 to 12,10K to 15K,80-90%,53,56,Slovenia,SVN,pluralistic_ignorance,55,46,0,4
60,male,7 to 12,25K to 50K,20-30%,44,46,Slovenia,SVN,pluralistic_ignorance,47,39,0,3
41,male,7 to 12,15K to 25K,30-40%,66,52,Slovenia,SVN,pluralistic_ignorance,35,41,0,4
31,male,0 to 6,15K to 25K,90-100%,46,43,Slovenia,SVN,pluralistic_ignorance,35,48,0,4
66,male,7 to 12,15K to 25K,80-90%,39,40,Slovenia,SVN,pluralistic_ignorance,42,42,0,3
59,female,13 to 16,10K to 15K,20-30%,59,52,Slovenia,SVN,pluralistic_ignorance,40,51,0,5
67,female,13 to 16,15K to 25K,20-30%,26,22,Slovenia,SVN,pluralistic_ignorance,50,47,0,4
27,female,13 to 16,10K to 15K,0-10%,57,26,Slovenia,SVN,pluralistic_ignorance,51,43,0,4
39,male,13 to 16,15K to 25K,70-80%,56,49,Slovenia,SVN,pluralistic_ignorance,38,46,0,5
42,male,13 to 16,50K to 100K,30-40%,35,47,Slovenia,SVN,pluralistic_ignorance,58,55,0,4
65,male,7 to 12,15K to 25K,30-40%,39,49,Slovenia,SVN,pluralistic_ignorance,41,30,0,5
52,male,13 to 16,50K to 100K,90-100%,58,54,Slovenia,SVN,pluralistic_ignorance,45,48,0,4
22,female,7 to 12,25K to 50K,50-60%,23,47,Slovenia,SVN,pluralistic_ignorance,42,51,0,5
27,male,0 to 6,50K to 100K,50-60%,64,51,Slovenia,SVN,pluralistic_ignorance,47,47,0,4
21,female,7 to 12,15K to 25K,40-50%,43,69,Slovenia,SVN,pluralistic_ignorance,42,55,0,4
55,male,13 to 16,25K to 50K,40-50%,39,57,Slovenia,SVN,pluralistic_ignorance,52,44,0,4
29,female,0 to 6,10K to 15K,10-20%,38,35,Slovenia,SVN,pluralistic_ignorance,45,49,0,2
51,male,7 to 12,50K to 100K,60-70%,46,58,Slovenia,SVN,pluralistic_ignorance,50,50,0,3
45,male,7 to 12,50K to 100K,20-30%,40,66,Slovenia,SVN,pluralistic_ignorance,42,52,0,4
32,male,7 to 12,10K to 15K,40-50%,46,52,Slovenia,SVN,pluralistic_ignorance,39,47,0,4
32,female,7 to 12,less than 10K,80-90%,75,62,Slovenia,SVN,pluralistic_ignorance,47,45,0,4
34,female,13 to 16,150K to 200K,30-40%,43,51,Slovenia,SVN,pluralistic_ignorance,42,56,0,5
30,female,13 to 16,15K to 25K,50-60%,51,24,Slovenia,SVN,pluralistic_ignorance,49,52,0,5
36,female,13 to 16,10K to 15K,20-30%,44,59,Slovenia,SVN,pluralistic_ignorance,52,51,0,4
65,male,7 to 12,less than 10K,60-70%,60,45,Slovenia,SVN,pluralistic_ignorance,40,45,0,3
28,female,13 to 16,less than 10K,90-100%,32,61,Slovenia,SVN,pluralistic_ignorance,45,48,0,5
50,female,13 to 16,150K to 200K,50-60%,29,27,Slovenia,SVN,pluralistic_ignorance,53,53,0,5
34,male,13 to 16,50K to 100K,80-90%,66,55,Slovenia,SVN,pluralistic_ignorance,49,51,0,6
60,male,7 to 12,25K to 50K,60-70%,49,52,Slovenia,SVN,pluralistic_ignorance,31,32,0,5
18,male,7 to 12,15K to 25K,70-80%,54,61,Slovenia,SVN,pluralistic_ignorance,46,53,0,4
22,male,13 to 16,15K to 25K,60-70%,36,59,Slovenia,SVN,pluralistic_ignorance,42,52,0,4
64,male,7 to 12,25K to 50K,40-50%,42,57,Slovenia,SVN,pluralistic_ignorance,37,39,0,4
19,male,7 to 12,25K to 50K,60-70%,87,69,Slovenia,SVN,pluralistic_ignorance,54,45,0,4
23,male,13 to 16,less than 10K,90-100%,23,67,Slovenia,SVN,pluralistic_ignorance,54,39,0,5
69,male,13 to 16,15K to 25K,30-40%,54,72,Slovenia,SVN,pluralistic_ignorance,35,43,0,4
21,female,13 to 16,100K to 150K,20-30%,43,61,Slovenia,SVN,pluralistic_ignorance,46,53,0,5
34,nonbinary or other,7 to 12,25K to 50K,20-30%,30,54,Slovenia,SVN,pluralistic_ignorance,59,53,0,4
60,female,7 to 12,50K to 100K,30-40%,45,53,Slovenia,SVN,pluralistic_ignorance,38,42,0,4
67,nonbinary or other,0 to 6,15K to 25K,70-80%,60,33,Slovenia,SVN,pluralistic_ignorance,46,46,0,5
64,male,7 to 12,100K to 150K,10-20%,50,52,Slovenia,SVN,pluralistic_ignorance,49,63,0,4
59,female,0 to 6,100K to 150K,30-40%,35,27,Slovenia,SVN,pluralistic_ignorance,53,54,0,5
36,nonbinary or other,7 to 12,less than 10K,30-40%,35,48,Slovenia,SVN,pluralistic_ignorance,45,48,0,5
35,female,7 to 12,less than 10K,10-20%,58,59,Slovenia,SVN,pluralistic_ignorance,46,47,0,5
53,female,0 to 6,25K to 50K,60-70%,40,41,Slovenia,SVN,pluralistic_ignorance,44,49,0,5
52,nonbinary or other,13 to 16,10K to 15K,30-40%,28,45,Slovenia,SVN,pluralistic_ignorance,56,54,0,5
31,male,13 to 16,10K to 15K,30-40%,19,55,Slovenia,SVN,pluralistic_ignorance,44,48,0,5
62,male,13 to 16,15K to 25K,40-50%,60,46,Slovenia,SVN,pluralistic_ignorance,44,48,0,3
27,female,7 to 12,25K to 50K,40-50%,43,63,Slovenia,SVN,pluralistic_ignorance,46,57,0,4
67,female,13 to 16,50K to 100K,40-50%,55,56,Slovenia,SVN,pluralistic_ignorance,47,50,0,5
69,male,7 to 12,25K to 50K,10-20%,46,43,Slovenia,SVN,pluralistic_ignorance,39,35,0,3
38,female,7 to 12,50K to 100K,40-50%,52,46,Slovenia,SVN,pluralistic_ignorance,52,56,0,4
66,female,17 or more,50K to 100K,60-70%,50,81,Slovenia,SVN,pluralistic_ignorance,46,45,0,5
67,nonbinary or other,7 to 12,10K to 15K,40-50%,62,67,Slovenia,SVN,pluralistic_ignorance,54,43,0,4
21,female,7 to 12,10K to 15K,20-30%,54,56,Slovenia,SVN,pluralistic_ignorance,43,48,0,4
18,male,7 to 12,25K to 50K,20-30%,23,37,Slovenia,SVN,pluralistic_ignorance,52,47,0,4
50,male,7 to 12,25K to 50K,20-30%,47,24,Slovenia,SVN,pluralistic_ignorance,50,37,0,4
31,female,7 to 12,more than 200K,20-30%,94,51,Slovenia,SVN,pluralistic_ignorance,55,42,0,4
57,female,13 to 16,150K to 200K,40-50%,52,53,Slovenia,SVN,pluralistic_ignorance,43,55,0,5
23,male,13 to 16,100K to 150K,20-30%,48,30,Slovenia,SVN,negative_emotions,50,56,1,4
58,male,7 to 12,15K to 25K,40-50%,45,45,Slovenia,SVN,negative_emotions,55,62,0,3
68,male,7 to 12,150K to 200K,30-40%,52,61,Slovenia,SVN,negative_emotions,48,45,0,4
65,male,13 to 16,10K to 15K,60-70%,45,50,Slovenia,SVN,negative_emotions,53,56,1,4
33,male,7 to 12,100K to 150K,40-50%,60,54,Slovenia,SVN,negative_emotions,51,58,0,4
48,nonbinary or other,7 to 12,25K to 50K,20-30%,54,35,Slovenia,SVN,negative_emotions,57,57,1,5
60,male,7 to 12,25K to 50K,10-20%,53,57,Slovenia,SVN,negative_emotions,53,42,1,5
38,male,13 to 16,10K to 15K,40-50%,58,55,Slovenia,SVN,negative_emotions,42,49,1,4
59,male,7 to 12,15K to 25K,90-100%,78,48,Slovenia,SVN,negative_emotions,39,45,0,3
52,nonbinary or other,7 to 12,15K to 25K,30-40%,67,33,Slovenia,SVN,negative_emotions,52,50,1,5
45,female,7 to 12,less than 10K,40-50%,32,34,Slovenia,SVN,negative_emotions,53,49,1,5
34,female,0 to 6,50K to 100K,30-40%,82,32,Slovenia,SVN,negative_emotions,55,53,0,5
26,nonbinary or other,17 or more,150K to 200K,40-50%,46,29,Slovenia,SVN,negative_emotions,67,64,1,5
44,male,7 to 12,25K to 50K,20-30%,45,31,Slovenia,SVN,negative_emotions,44,58,1,4
59,female,7 to 12,150K to 200K,50-60%,53,52,Slovenia,SVN,negative_emotions,54,46,0,5
36,female,13 to 16,25K to 50K,30-40%,49,64,Slovenia,SVN,negative_emotions,38,64,1,4
27,male,7 to 12,25K to 50K,70-80%,78,42,Slovenia,SVN,negative_emotions,46,55,0,4
28,male,0 to 6,50K to 100K,40-50%,97,67,Slovenia,SVN,negative_emotions,34,55,0,3
69,female,7 to 12,10K to 15K,20-30%,61,50,Slovenia,SVN,negative_emotions,49,43,0,4
21,male,7 to 12,15K to 25K,30-40%,29,53,Slovenia,SVN,negative_emotions,39,45,1,5
47,female,13 to 16,150K to 200K,30-40%,45,45,Slovenia,SVN,negative_emotions,54,65,1,5
25,female,0 to 6,100K to 150K,70-80%,89,98,Slovenia,SVN,negative_emotions,61,51,1,5
34,male,0 to 6,15K to 25K,70-80%,38,67,Slovenia,SVN,negative_emotions,40,52,0,4
53,male,7 to 12,25K to 50K,10-20%,61,41,Slovenia,SVN,negative_emotions,43,46,1,4
37,male,7 to 12,15K to 25K,30-40%,49,25,Slovenia,SVN,negative_emotions,44,56,1,3
39,male,7 to 12,10K to 15K,50-60%,49,85,Slovenia,SVN,negative_emotions,44,56,0,4
26,male,13 to 16,150K to 200K,10-20%,63,50,Slovenia,SVN,negative_emotions,41,50,1,5
69,female,7 to 12,10K to 15K,50-60%,71,58,Slovenia,SVN,negative_emotions,34,56,1,4
42,female,13 to 16,15K to 25K,10-20%,51,35,Slovenia,SVN,negative_emotions,52,53,1,4
25,female,0 to 6,50K to 100K,50-60%,29,53,Slovenia,SVN,negative_emotions,55,60,1,5
53,male,0 to 6,less than 10K,40-50%,61,50,Slovenia,SVN,negative_emotions,49,47,0,5
40,male,13 to 16,25K to 50K,30-40%,7,54,Slovenia,SVN,negative_emotions,35,71,1,5
56,male,13 to 16,10K to 15K,50-60%,60,67,Slovenia,SVN,negative_emotions,35,56,1,4
37,male,7 to 12,15K to 25K,10-20%,42,52,Slovenia,SVN,negative_emotions,50,54,0,4
52,female,13 to 16,10K to 15K,10-20%,28,61,Slovenia,SVN,negative_emotions,46,47,0,3
47,male,13 to 16,15K to 25K,0-10%,27,46,Slovenia,SVN,negative_emotions,41,53,0,5
44,male,13 to 16,50K to 100K,60-70%,50,70,Slovenia,SVN,negative_emotions,51,56,1,6
50,male,13 to 16,50K to 100K,20-30%,43,59,Slovenia,SVN,negative_emotions,53,59,0,5
